fam	genome
RLX20802	b73
RLX20803	b73
RLX20804	b73
RLX20806	b73
RLX20808	b73
RLX20809	b73
RLX20810	b73
RLX20811	b73
RLX20812	b73
RLX20813	b73
RLX20814	b73
RLX20815	b73
RLX20816	b73
RLX20818	b73
RLX20819	b73
RLX20822	b73
RLX20824	b73
RLX20825	b73
RLX20828	b73
RLX20829	b73
RLX20830	b73
RLX20831	b73
RLX20832	b73
RLX20833	b73
RLX20835	b73
RLX20840	b73
RLX20841	b73
RLX20846	b73
RLX20848	b73
RLX20850	b73
RLX20852	b73
RLX20854	b73
RLX20855	b73
RLX20861	b73
RLX20862	b73
RLX20863	b73
RLX20865	b73
RLX20868	b73
RLX20869	b73
RLX20873	b73
RLX20874	b73
RLX20875	b73
RLX20876	b73
RLX20877	b73
RLX20878	b73
RLX20879	b73
RLX20880	b73
RLX20881	b73
RLX20883	b73
RLX20889	b73
RLX20893	b73
RLX20894	b73
RLX20895	b73
RLX20897	b73
RLX20898	b73
RLX20899	b73
RLX20900	b73
RLX20903	b73
RLX20904	b73
RLX20905	b73
RLX20907	b73
RLX20908	b73
RLX20909	b73
RLX20910	b73
RLX20911	b73
RLX20916	b73
RLX20917	b73
RLX20918	b73
RLX20920	b73
RLX20924	b73
RLX20925	b73
RLX20928	b73
RLX20932	b73
RLX20933	b73
RLX20934	b73
RLX20937	b73
RLX20939	b73
RLX20941	b73
RLX20942	b73
RLX20944	b73
RLX20946	b73
RLX20948	b73
RLX20949	b73
RLX20950	b73
RLX20952	b73
RLX20953	b73
RLX20955	b73
RLX20956	b73
RLX20957	b73
RLX20959	b73
RLX20963	b73
RLX20964	b73
RLX20965	b73
RLX20966	b73
RLX20967	b73
RLX20968	b73
RLX20969	b73
RLX20974	b73
RLX20975	b73
RLX20978	b73
RLX20979	b73
RLX20981	b73
RLX20982	b73
RLX20985	b73
RLX20986	b73
RLX20987	b73
RLX20989	b73
RLX20991	b73
RLX20992	b73
RLX20993	b73
RLX20994	b73
RLX20995	b73
RLX20996	b73
RLX20997	b73
RLX21000	b73
RLX21001	b73
RLX21003	b73
RLX21004	b73
RLX21005	b73
RLX21007	b73
RLX21009	b73
RLX21010	b73
RLX21011	b73
RLX21012	b73
RLX21014	b73
RLX21020	b73
RLX21025	b73
RLX21028	b73
RLX21032	b73
RLX21033	b73
RLX21035	b73
RLX21037	b73
RLX21043	b73
RLX21044	b73
RLX21048	b73
RLX21049	b73
RLX21050	b73
RLX21051	b73
RLX21052	b73
RLX21054	b73
RLX21055	b73
RLX21056	b73
RLX21065	b73
RLX21068	b73
RLX21069	b73
RLX21072	b73
RLX21075	b73
RLX21077	b73
RLX21079	b73
RLX21080	b73
RLX21081	b73
RLX21082	b73
RLX21085	b73
RLX21087	b73
RLX21092	b73
RLX21094	b73
RLX21095	b73
RLX21097	b73
RLX21098	b73
RLX21100	b73
RLX21101	b73
RLX21102	b73
RLX21106	b73
RLX21107	b73
RLX21108	b73
RLX21110	b73
RLX21111	b73
RLX21114	b73
RLX21115	b73
RLX21116	b73
RLX21117	b73
RLX21119	b73
RLX21122	b73
RLX21123	b73
RLX21124	b73
RLX21126	b73
RLX21128	b73
RLX21129	b73
RLX21130	b73
RLX21131	b73
RLX21132	b73
RLX21139	b73
RLX21140	b73
RLX21141	b73
RLX21147	b73
RLX21150	b73
RLX21151	b73
RLX21156	b73
RLX21159	b73
RLX21160	b73
RLX21161	b73
RLX21167	b73
RLX21168	b73
RLX21170	b73
RLX21171	b73
RLX21172	b73
RLX21173	b73
RLX21174	b73
RLX21176	b73
RLX21177	b73
RLX21181	b73
RLX21182	b73
RLX21184	b73
RLX21185	b73
RLX21186	b73
RLX21187	b73
RLX21189	b73
RLX21191	b73
RLX21193	b73
RLX21194	b73
RLX21200	b73
RLX21201	b73
RLX21202	b73
RLX21203	b73
RLX21205	b73
RLX21206	b73
RLX21208	b73
RLX21209	b73
RLX21212	b73
RLX21215	b73
RLX21216	b73
RLX21220	b73
RLX21222	b73
RLX21226	b73
RLX21229	b73
RLX21230	b73
RLX21231	b73
RLX21232	b73
RLX21235	b73
RLX21238	b73
RLX21239	b73
RLX21240	b73
RLX21242	b73
RLX21248	b73
RLX21251	b73
RLX21254	b73
RLX21257	b73
RLX21258	b73
RLX21261	b73
RLX21262	b73
RLX21265	b73
RLX21266	b73
RLX21267	b73
RLX21270	b73
RLX21271	b73
RLX21274	b73
RLX21276	b73
RLX21277	b73
RLX21278	b73
RLX21281	b73
RLX21282	b73
RLX21283	b73
RLX21285	b73
RLX21287	b73
RLX21291	b73
RLX21294	b73
RLX21295	b73
RLX21300	b73
RLX21301	b73
RLX21302	b73
RLX21303	b73
RLX21304	b73
RLX21311	b73
RLX21313	b73
RLX21314	b73
RLX21315	b73
RLX21316	b73
RLX21319	b73
RLX21331	b73
RLX21334	b73
RLX21340	b73
RLX21341	b73
RLX21347	b73
RLX21348	b73
RLX21349	b73
RLX21350	b73
RLX21352	b73
RLX21354	b73
RLX21355	b73
RLX21356	b73
RLX21357	b73
RLX21358	b73
RLX21359	b73
RLX21361	b73
RLX21363	b73
RLX21365	b73
RLX21366	b73
RLX21367	b73
RLX21369	b73
RLX21370	b73
RLX21371	b73
RLX21374	b73
RLX21375	b73
RLX21379	b73
RLX21387	b73
RLX21388	b73
RLX21389	b73
RLX21393	b73
RLX21396	b73
RLX21403	b73
RLX21404	b73
RLX21405	b73
RLX21407	b73
RLX21408	b73
RLX21409	b73
RLX21410	b73
RLX21413	b73
RLX21417	b73
RLX21418	b73
RLX21420	b73
RLX21421	b73
RLX21423	b73
RLX21434	b73
RLX21435	b73
RLX21438	b73
RLX21442	b73
RLX21444	b73
RLX21445	b73
RLX21447	b73
RLX21449	b73
RLX21450	b73
RLX21451	b73
RLX21459	b73
RLX21460	b73
RLX21464	b73
RLX21467	b73
RLX21468	b73
RLX21470	b73
RLX21471	b73
RLX21472	b73
RLX21473	b73
RLX21475	b73
RLX21476	b73
RLX21477	b73
RLX21478	b73
RLX21479	b73
RLX21480	b73
RLX21484	b73
RLX21486	b73
RLX21492	b73
RLX21496	b73
RLX21497	b73
RLX21503	b73
RLX21509	b73
RLX21510	b73
RLX21511	b73
RLX21512	b73
RLX21514	b73
RLX21515	b73
RLX21516	b73
RLX21517	b73
RLX21528	b73
RLX21529	b73
RLX21533	b73
RLX21536	b73
RLX21537	b73
RLX21538	b73
RLX21542	b73
RLX21546	b73
RLX21554	b73
RLX21556	b73
RLX21561	b73
RLX21562	b73
RLX21564	b73
RLX21565	b73
RLX21567	b73
RLX21568	b73
RLX21570	b73
RLX21571	b73
RLX21573	b73
RLX21574	b73
RLX21575	b73
RLX21576	b73
RLX21578	b73
RLX21581	b73
RLX21583	b73
RLX21584	b73
RLX21585	b73
RLX21586	b73
RLX21587	b73
RLX21588	b73
RLX21589	b73
RLX21590	b73
RLX21594	b73
RLX21597	b73
RLX21598	b73
RLX21600	b73
RLX21602	b73
RLX21605	b73
RLX21606	b73
RLX21608	b73
RLX21611	b73
RLX21613	b73
RLX21615	b73
RLX21620	b73
RLX21621	b73
RLX21623	b73
RLX21629	b73
RLX21630	b73
RLX21632	b73
RLX21633	b73
RLX21634	b73
RLX21637	b73
RLX21640	b73
RLX21641	b73
RLX21642	b73
RLX21643	b73
RLX21644	b73
RLX21645	b73
RLX21648	b73
RLX21650	b73
RLX21651	b73
RLX21652	b73
RLX21653	b73
RLX21655	b73
RLX21656	b73
RLX21659	b73
RLX21660	b73
RLX21661	b73
RLX21662	b73
RLX21664	b73
RLX21666	b73
RLX21667	b73
RLX21668	b73
RLX21670	b73
RLX21672	b73
RLX21674	b73
RLX21675	b73
RLX21676	b73
RLX21677	b73
RLX21680	b73
RLX21685	b73
RLX21686	b73
RLX21688	b73
RLX21689	b73
RLX21693	b73
RLX21697	b73
RLX21700	b73
RLX21703	b73
RLX21705	b73
RLX21706	b73
RLX21707	b73
RLX21708	b73
RLX21711	b73
RLX21713	b73
RLX21714	b73
RLX21719	b73
RLX21721	b73
RLX21724	b73
RLX21725	b73
RLX21730	b73
RLX21733	b73
RLX21735	b73
RLX21736	b73
RLX21737	b73
RLX21738	b73
RLX21740	b73
RLX21741	b73
RLX21742	b73
RLX21743	b73
RLX21744	b73
RLX21746	b73
RLX21747	b73
RLX21748	b73
RLX21749	b73
RLX21750	b73
RLX21751	b73
RLX21753	b73
RLX21755	b73
RLX21756	b73
RLX21757	b73
RLX21758	b73
RLX21759	b73
RLX21760	b73
RLX21761	b73
RLX21762	b73
RLX21763	b73
RLX21767	b73
RLX21768	b73
RLX21770	b73
RLX21772	b73
RLX21773	b73
RLX21774	b73
RLX21776	b73
RLX21777	b73
RLX21780	b73
RLX21781	b73
RLX21782	b73
RLX21783	b73
RLX21786	b73
RLX21787	b73
RLX21788	b73
RLX21789	b73
RLX21790	b73
RLX21792	b73
RLX21793	b73
RLX21794	b73
RLX21795	b73
RLX21796	b73
RLX21797	b73
RLX21798	b73
RLX21799	b73
RLX21801	b73
RLX21802	b73
RLX21803	b73
RLX21804	b73
RLX21805	b73
RLX21806	b73
RLX21809	b73
RLX21811	b73
RLX21813	b73
RLX21814	b73
RLX21817	b73
RLX21818	b73
RLX21819	b73
RLX21820	b73
RLX21822	b73
RLX21826	b73
RLX21828	b73
RLX21829	b73
RLX21830	b73
RLX21831	b73
RLX21832	b73
RLX21834	b73
RLX21836	b73
RLX21837	b73
RLX21838	b73
RLX21842	b73
RLX21843	b73
RLX21844	b73
RLX21846	b73
RLX21848	b73
RLX21849	b73
RLX21850	b73
RLX21852	b73
RLX21853	b73
RLX21855	b73
RLX21856	b73
RLX21859	b73
RLX21860	b73
RLX21861	b73
RLX21862	b73
RLX21864	b73
RLX21865	b73
RLX21866	b73
RLX21867	b73
RLX21868	b73
RLX21871	b73
RLX21872	b73
RLX21873	b73
RLX21874	b73
RLX21875	b73
RLX21876	b73
RLX21877	b73
RLX21880	b73
RLX21881	b73
RLX21883	b73
RLX21884	b73
RLX21885	b73
RLX21886	b73
RLX21887	b73
RLX21891	b73
RLX21892	b73
RLX21893	b73
RLX21894	b73
RLX21896	b73
RLX21897	b73
RLX21898	b73
RLX21900	b73
RLX21902	b73
RLX21908	b73
RLX21909	b73
RLX21910	b73
RLX21911	b73
RLX21912	b73
RLX21913	b73
RLX21914	b73
RLX21915	b73
RLX21916	b73
RLX21917	b73
RLX21918	b73
RLX21919	b73
RLX21922	b73
RLX21923	b73
RLX21926	b73
RLX21927	b73
RLX21928	b73
RLX21929	b73
RLX21931	b73
RLX21933	b73
RLX21934	b73
RLX21935	b73
RLX21936	b73
RLX21938	b73
RLX21941	b73
RLX21944	b73
RLX21948	b73
RLX21949	b73
RLX21950	b73
RLX21954	b73
RLX21956	b73
RLX21960	b73
RLX21961	b73
RLX21962	b73
RLX21963	b73
RLX21968	b73
RLX21970	b73
RLX21971	b73
RLX21972	b73
RLX21973	b73
RLX21975	b73
RLX21978	b73
RLX21980	b73
RLX21981	b73
RLX21982	b73
RLX21984	b73
RLX21985	b73
RLX21986	b73
RLX21987	b73
RLX21988	b73
RLX21989	b73
RLX21990	b73
RLX21992	b73
RLX21994	b73
RLX21995	b73
RLX21997	b73
RLX22002	b73
RLX22006	b73
RLX22007	b73
RLX22008	b73
RLX22009	b73
RLX22010	b73
RLX22011	b73
RLX22012	b73
RLX22015	b73
RLX22016	b73
RLX22017	b73
RLX22019	b73
RLX22020	b73
RLX22023	b73
RLX22024	b73
RLX22025	b73
RLX22026	b73
RLX22031	b73
RLX22033	b73
RLX22034	b73
RLX22038	b73
RLX22039	b73
RLX22041	b73
RLX22046	b73
RLX22047	b73
RLX22048	b73
RLX22050	b73
RLX22052	b73
RLX22053	b73
RLX22055	b73
RLX22057	b73
RLX22058	b73
RLX22060	b73
RLX22061	b73
RLX22062	b73
RLX22064	b73
RLX22067	b73
RLX22069	b73
RLX22070	b73
RLX22072	b73
RLX22073	b73
RLX22074	b73
RLX22075	b73
RLX22076	b73
RLX22078	b73
RLX22079	b73
RLX22081	b73
RLX22082	b73
RLX22090	b73
RLX22092	b73
RLX22096	b73
RLX22097	b73
RLX22098	b73
RLX22099	b73
RLX22100	b73
RLX22101	b73
RLX22104	b73
RLX22105	b73
RLX22106	b73
RLX22107	b73
RLX22108	b73
RLX22112	b73
RLX22114	b73
RLX22116	b73
RLX22117	b73
RLX22121	b73
RLX22122	b73
RLX22126	b73
RLX22127	b73
RLX22128	b73
RLX22129	b73
RLX22130	b73
RLX22131	b73
RLX22132	b73
RLX22133	b73
RLX22134	b73
RLX22135	b73
RLX22136	b73
RLX22141	b73
RLX22142	b73
RLX22144	b73
RLX22146	b73
RLX22147	b73
RLX22148	b73
RLX22149	b73
RLX22151	b73
RLX22152	b73
RLX22155	b73
RLX22156	b73
RLX22158	b73
RLX22159	b73
RLX22160	b73
RLX22162	b73
RLX22163	b73
RLX22165	b73
RLX22167	b73
RLX22168	b73
RLX22169	b73
RLX22173	b73
RLX22174	b73
RLX22175	b73
RLX22176	b73
RLX22178	b73
RLX22179	b73
RLX22180	b73
RLX22182	b73
RLX22183	b73
RLX22185	b73
RLX22187	b73
RLX22188	b73
RLX22190	b73
RLX22194	b73
RLX22198	b73
RLX22199	b73
RLX22200	b73
RLX22201	b73
RLX22203	b73
RLX22205	b73
RLX22207	b73
RLX22209	b73
RLX22210	b73
RLX22213	b73
RLX22214	b73
RLX22215	b73
RLX22220	b73
RLX22221	b73
RLX22222	b73
RLX22224	b73
RLX22225	b73
RLX22228	b73
RLX22229	b73
RLX22232	b73
RLX22233	b73
RLX22235	b73
RLX22237	b73
RLX22238	b73
RLX22243	b73
RLX22244	b73
RLX22245	b73
RLX22246	b73
RLX22248	b73
RLX22250	b73
RLX22253	b73
RLX22256	b73
RLX22257	b73
RLX22258	b73
RLX22259	b73
RLX22261	b73
RLX22263	b73
RLX22264	b73
RLX22265	b73
RLX22266	b73
RLX22269	b73
RLX22271	b73
RLX22272	b73
RLX22274	b73
RLX22275	b73
RLX22277	b73
RLX22279	b73
RLX22280	b73
RLX22281	b73
RLX22282	b73
RLX22283	b73
RLX22285	b73
RLX22286	b73
RLX22288	b73
RLX22290	b73
RLX22291	b73
RLX22292	b73
RLX22293	b73
RLX22294	b73
RLX22295	b73
RLX22296	b73
RLX22297	b73
RLX22301	b73
RLX22302	b73
RLX22303	b73
RLX22304	b73
RLX22305	b73
RLX22306	b73
RLX22308	b73
RLX22309	b73
RLX22310	b73
RLX22313	b73
RLX22315	b73
RLX22316	b73
RLX22317	b73
RLX22318	b73
RLX22319	b73
RLX22320	b73
RLX22323	b73
RLX22327	b73
RLX22330	b73
RLX22331	b73
RLX22333	b73
RLX22334	b73
RLX22337	b73
RLX22338	b73
RLX22341	b73
RLX22343	b73
RLX22344	b73
RLX22345	b73
RLX22346	b73
RLX22348	b73
RLX22349	b73
RLX22350	b73
RLX22354	b73
RLX22355	b73
RLX22360	b73
RLX22363	b73
RLX22364	b73
RLX22365	b73
RLX22368	b73
RLX22369	b73
RLX22370	b73
RLX22372	b73
RLX22375	b73
RLX22376	b73
RLX22378	b73
RLX22379	b73
RLX22383	b73
RLX22384	b73
RLX22387	b73
RLX22389	b73
RLX22390	b73
RLX22394	b73
RLX22395	b73
RLX22396	b73
RLX22398	b73
RLX22399	b73
RLX22402	b73
RLX22404	b73
RLX22405	b73
RLX22407	b73
RLX22409	b73
RLX22410	b73
RLX22412	b73
RLX22414	b73
RLX22417	b73
RLX22418	b73
RLX22420	b73
RLX22421	b73
RLX22425	b73
RLX22426	b73
RLX22428	b73
RLX22430	b73
RLX22431	b73
RLX22435	b73
RLX22436	b73
RLX22437	b73
RLX22438	b73
RLX22440	b73
RLX22441	b73
RLX22442	b73
RLX22443	b73
RLX22448	b73
RLX22449	b73
RLX22450	b73
RLX22452	b73
RLX22454	b73
RLX22456	b73
RLX22457	b73
RLX22458	b73
RLX22461	b73
RLX22462	b73
RLX22464	b73
RLX22465	b73
RLX22466	b73
RLX22468	b73
RLX22470	b73
RLX22473	b73
RLX22475	b73
RLX22476	b73
RLX22477	b73
RLX22478	b73
RLX22479	b73
RLX22480	b73
RLX22489	b73
RLX22490	b73
RLX22493	b73
RLX22494	b73
RLX22495	b73
RLX22499	b73
RLX22500	b73
RLX22501	b73
RLX22503	b73
RLX22505	b73
RLX22510	b73
RLX22511	b73
RLX22516	b73
RLX22517	b73
RLX22521	b73
RLX22522	b73
RLX22523	b73
RLX22524	b73
RLX22525	b73
RLX22526	b73
RLX22527	b73
RLX22529	b73
RLX22531	b73
RLX22533	b73
RLX22535	b73
RLX22537	b73
RLX22538	b73
RLX22541	b73
RLX22542	b73
RLX22543	b73
RLX22544	b73
RLX22545	b73
RLX22547	b73
RLX22549	b73
RLX22550	b73
RLX22552	b73
RLX22553	b73
RLX22554	b73
RLX22556	b73
RLX22558	b73
RLX22559	b73
RLX22560	b73
RLX22561	b73
RLX22563	b73
RLX22565	b73
RLX22566	b73
RLX22568	b73
RLX22569	b73
RLX22572	b73
RLX22573	b73
RLX22574	b73
RLX22575	b73
RLX22576	b73
RLX22578	b73
RLX22579	b73
RLX22580	b73
RLX22582	b73
RLX22583	b73
RLX22585	b73
RLX22586	b73
RLX22587	b73
RLX22589	b73
RLX22592	b73
RLX22593	b73
RLX22595	b73
RLX22596	b73
RLX22598	b73
RLX22599	b73
RLX22600	b73
RLX22601	b73
RLX22603	b73
RLX22604	b73
RLX22605	b73
RLX22606	b73
RLX22607	b73
RLX22608	b73
RLX22609	b73
RLX22611	b73
RLX22613	b73
RLX22615	b73
RLX22616	b73
RLX22617	b73
RLX22618	b73
RLX22620	b73
RLX22621	b73
RLX22622	b73
RLX22623	b73
RLX22624	b73
RLX22626	b73
RLX22628	b73
RLX22629	b73
RLX22631	b73
RLX22632	b73
RLX22634	b73
RLX22636	b73
RLX22637	b73
RLX22638	b73
RLX22640	b73
RLX22641	b73
RLX22644	b73
RLX22646	b73
RLX22647	b73
RLX22648	b73
RLX22649	b73
RLX22650	b73
RLX22652	b73
RLX22657	b73
RLX22658	b73
RLX22661	b73
RLX22662	b73
RLX22665	b73
RLX22666	b73
RLX22667	b73
RLX22668	b73
RLX22669	b73
RLX22672	b73
RLX22675	b73
RLX22677	b73
RLX22679	b73
RLX22684	b73
RLX22685	b73
RLX22687	b73
RLX22688	b73
RLX22689	b73
RLX22692	b73
RLX22694	b73
RLX22695	b73
RLX22696	b73
RLX22697	b73
RLX22698	b73
RLX22703	b73
RLX22704	b73
RLX22705	b73
RLX22706	b73
RLX22707	b73
RLX22709	b73
RLX22711	b73
RLX22712	b73
RLX22714	b73
RLX22715	b73
RLX22717	b73
RLX22718	b73
RLX22720	b73
RLX22721	b73
RLX22722	b73
RLX22725	b73
RLX22727	b73
RLX22730	b73
RLX22732	b73
RLX22734	b73
RLX22736	b73
RLX22738	b73
RLX22740	b73
RLX22742	b73
RLX22743	b73
RLX22745	b73
RLX22746	b73
RLX22747	b73
RLX22750	b73
RLX22751	b73
RLX22753	b73
RLX22754	b73
RLX22760	b73
RLX22763	b73
RLX22765	b73
RLX22766	b73
RLX22768	b73
RLX22770	b73
RLX22771	b73
RLX22772	b73
RLX22775	b73
RLX22776	b73
RLX22777	b73
RLX22778	b73
RLX22780	b73
RLX22781	b73
RLX22782	b73
RLX22783	b73
RLX22786	b73
RLX22788	b73
RLX22791	b73
RLX22792	b73
RLX22793	b73
RLX22796	b73
RLX22797	b73
RLX22799	b73
RLX22800	b73
RLX22801	b73
RLX22802	b73
RLX22803	b73
RLX22806	b73
RLX22807	b73
RLX22809	b73
RLX22810	b73
RLX22812	b73
RLX22815	b73
RLX22817	b73
RLX22818	b73
RLX22819	b73
RLX22820	b73
RLX22822	b73
RLX22823	b73
RLX22825	b73
RLX22827	b73
RLX22829	b73
RLX22838	b73
RLX22840	b73
RLX22844	b73
RLX22845	b73
RLX22852	b73
RLX22854	b73
RLX22855	b73
RLX22857	b73
RLX22858	b73
RLX22859	b73
RLX22860	b73
RLX22861	b73
RLX22862	b73
RLX22863	b73
RLX22866	b73
RLX22867	b73
RLX22871	b73
RLX22872	b73
RLX22874	b73
RLX22877	b73
RLX22878	b73
RLX22879	b73
RLX22880	b73
RLX22882	b73
RLX22883	b73
RLX22884	b73
RLX22885	b73
RLX22888	b73
RLX22889	b73
RLX22890	b73
RLX22891	b73
RLX22892	b73
RLX22893	b73
RLX22894	b73
RLX22895	b73
RLX22896	b73
RLX22897	b73
RLX22901	b73
RLX22903	b73
RLX22905	b73
RLX22906	b73
RLX22909	b73
RLX22911	b73
RLX22912	b73
RLX22915	b73
RLX22916	b73
RLX22919	b73
RLX22920	b73
RLX22921	b73
RLX22923	b73
RLX22924	b73
RLX22925	b73
RLX22926	b73
RLX22927	b73
RLX22928	b73
RLX22929	b73
RLX22930	b73
RLX22937	b73
RLX22939	b73
RLX22941	b73
RLX22942	b73
RLX22944	b73
RLX22945	b73
RLX22948	b73
RLX22949	b73
RLX22950	b73
RLX22951	b73
RLX22953	b73
RLX22956	b73
RLX22957	b73
RLX22959	b73
RLX22960	b73
RLX22961	b73
RLX22963	b73
RLX22964	b73
RLX22965	b73
RLX22966	b73
RLX22968	b73
RLX22970	b73
RLX22972	b73
RLX22974	b73
RLX22975	b73
RLX22976	b73
RLX22980	b73
RLX22981	b73
RLX22982	b73
RLX22983	b73
RLX22985	b73
RLX22986	b73
RLX22989	b73
RLX22990	b73
RLX22991	b73
RLX22992	b73
RLX22993	b73
RLX22995	b73
RLX22996	b73
RLX22998	b73
RLX23000	b73
RLX23001	b73
RLX23003	b73
RLX23005	b73
RLX23008	b73
RLX23010	b73
RLX23011	b73
RLX23012	b73
RLX23013	b73
RLX23022	b73
RLX23023	b73
RLX23027	b73
RLX23028	b73
RLX23030	b73
RLX23032	b73
RLX23035	b73
RLX23036	b73
RLX23037	b73
RLX23038	b73
RLX23039	b73
RLX23040	b73
RLX23041	b73
RLX23042	b73
RLX23043	b73
RLX23045	b73
RLX23046	b73
RLX23049	b73
RLX23050	b73
RLX23051	b73
RLX23052	b73
RLX23053	b73
RLX23055	b73
RLX23058	b73
RLX23060	b73
RLX23061	b73
RLX23063	b73
RLX23064	b73
RLX23068	b73
RLX23069	b73
RLX23070	b73
RLX23071	b73
RLX23072	b73
RLX23073	b73
RLX23074	b73
RLX23077	b73
RLX23082	b73
RLX23084	b73
RLX23085	b73
RLX23088	b73
RLX23089	b73
RLX23091	b73
RLX23093	b73
RLX23094	b73
RLX23095	b73
RLX23096	b73
RLX23098	b73
RLX23100	b73
RLX23101	b73
RLX23103	b73
RLX23105	b73
RLX23106	b73
RLX23110	b73
RLX23113	b73
RLX23114	b73
RLX23116	b73
RLX23117	b73
RLX23118	b73
RLX23121	b73
RLX23122	b73
RLX23123	b73
RLX23124	b73
RLX23125	b73
RLX23127	b73
RLX23129	b73
RLX23130	b73
RLX23132	b73
RLX23136	b73
RLX23137	b73
RLX23138	b73
RLX23141	b73
RLX23142	b73
RLX23143	b73
RLX23145	b73
RLX23146	b73
RLX23147	b73
RLX23150	b73
RLX23151	b73
RLX23154	b73
RLX23155	b73
RLX23157	b73
RLX23160	b73
RLX23162	b73
RLX23163	b73
RLX23165	b73
RLX23166	b73
RLX23167	b73
RLX23171	b73
RLX23173	b73
RLX23175	b73
RLX23176	b73
RLX23179	b73
RLX23181	b73
RLX23182	b73
RLX23183	b73
RLX23184	b73
RLX23185	b73
RLX23189	b73
RLX23190	b73
RLX23191	b73
RLX23192	b73
RLX23193	b73
RLX23194	b73
RLX23197	b73
RLX23198	b73
RLX23199	b73
RLX23200	b73
RLX23203	b73
RLX23204	b73
RLX23205	b73
RLX23206	b73
RLX23207	b73
RLX23208	b73
RLX23209	b73
RLX23210	b73
RLX23211	b73
RLX23214	b73
RLX23216	b73
RLX23217	b73
RLX23218	b73
RLX23219	b73
RLX23222	b73
RLX23223	b73
RLX23226	b73
RLX23227	b73
RLX23228	b73
RLX23231	b73
RLX23233	b73
RLX23237	b73
RLX23238	b73
RLX23239	b73
RLX23240	b73
RLX23246	b73
RLX23248	b73
RLX23250	b73
RLX23251	b73
RLX23252	b73
RLX23253	b73
RLX23255	b73
RLX23256	b73
RLX23258	b73
RLX23260	b73
RLX23261	b73
RLX23262	b73
RLX23267	b73
RLX23270	b73
RLX23273	b73
RLX23275	b73
RLX23277	b73
RLX23279	b73
RLX23282	b73
RLX23283	b73
RLX23285	b73
RLX23286	b73
RLX23287	b73
RLX23288	b73
RLX23289	b73
RLX23291	b73
RLX23292	b73
RLX23297	b73
RLX23298	b73
RLX23299	b73
RLX23301	b73
RLX23302	b73
RLX23303	b73
RLX23304	b73
RLX23305	b73
RLX23306	b73
RLX23312	b73
RLX23313	b73
RLX23318	b73
RLX23319	b73
RLX23320	b73
RLX23321	b73
RLX23322	b73
RLX23323	b73
RLX23324	b73
RLX23325	b73
RLX23326	b73
RLX23327	b73
RLX23331	b73
RLX23333	b73
RLX23334	b73
RLX23342	b73
RLX23343	b73
RLX23344	b73
RLX23345	b73
RLX23346	b73
RLX23347	b73
RLX23348	b73
RLX23349	b73
RLX23351	b73
RLX23354	b73
RLX23355	b73
RLX23356	b73
RLX23357	b73
RLX23360	b73
RLX23361	b73
RLX23362	b73
RLX23363	b73
RLX23364	b73
RLX23365	b73
RLX23366	b73
RLX23367	b73
RLX23368	b73
RLX23370	b73
RLX23373	b73
RLX23374	b73
RLX23375	b73
RLX23376	b73
RLX23377	b73
RLX23378	b73
RLX23379	b73
RLX23380	b73
RLX23382	b73
RLX23383	b73
RLX23384	b73
RLX23386	b73
RLX23388	b73
RLX23390	b73
RLX23391	b73
RLX23394	b73
RLX23398	b73
RLX23399	b73
RLX23402	b73
RLX23403	b73
RLX23404	b73
RLX23405	b73
RLX23407	b73
RLX23409	b73
RLX23411	b73
RLX23412	b73
RLX23413	b73
RLX23414	b73
RLX23415	b73
RLX23417	b73
RLX23418	b73
RLX23421	b73
RLX23422	b73
RLX23423	b73
RLX23424	b73
RLX23425	b73
RLX23426	b73
RLX23428	b73
RLX23430	b73
RLX23432	b73
RLX23433	b73
RLX23434	b73
RLX23438	b73
RLX23443	b73
RLX23444	b73
RLX23445	b73
RLX23446	b73
RLX23448	b73
RLX23449	b73
RLX23451	b73
RLX23452	b73
RLX23458	b73
RLX23460	b73
RLX23462	b73
RLX23463	b73
RLX23465	b73
RLX23466	b73
RLX23467	b73
RLX23471	b73
RLX23472	b73
RLX23473	b73
RLX23476	b73
RLX23480	b73
RLX23481	b73
RLX23483	b73
RLX23485	b73
RLX23486	b73
RLX23487	b73
RLX23489	b73
RLX23491	b73
RLX23492	b73
RLX23493	b73
RLX23494	b73
RLX23495	b73
RLX23496	b73
RLX23497	b73
RLX23498	b73
RLX23499	b73
RLX23500	b73
RLX23501	b73
RLX23502	b73
RLX23504	b73
RLX23505	b73
RLX23506	b73
RLX23508	b73
RLX23510	b73
RLX23511	b73
RLX23512	b73
RLX23515	b73
RLX23516	b73
RLX23517	b73
RLX23518	b73
RLX23519	b73
RLX23520	b73
RLX23521	b73
RLX23522	b73
RLX23524	b73
RLX23527	b73
RLX23529	b73
RLX23530	b73
RLX23531	b73
RLX23532	b73
RLX23534	b73
RLX23535	b73
RLX23537	b73
RLX23538	b73
RLX23540	b73
RLX23541	b73
RLX23546	b73
RLX23548	b73
RLX23549	b73
RLX23550	b73
RLX23551	b73
RLX23557	b73
RLX23560	b73
RLX23561	b73
RLX23565	b73
RLX23566	b73
RLX23567	b73
RLX23568	b73
RLX23569	b73
RLX23571	b73
RLX23572	b73
RLX23573	b73
RLX23575	b73
RLX23577	b73
RLX23578	b73
RLX23580	b73
RLX23581	b73
RLX23582	b73
RLX23586	b73
RLX23590	b73
RLX23592	b73
RLX23595	b73
