fam	genome
RLG02129	b73
RLG02131	b73
RLG02135	b73
RLG02136	b73
RLG02137	b73
RLG02148	b73
RLG02149	b73
RLG02150	b73
RLG02152	b73
RLG02155	b73
RLG02163	b73
RLG02165	b73
RLG02167	b73
RLG02169	b73
RLG02172	b73
RLG02177	b73
RLG02178	b73
RLG02180	b73
RLG02182	b73
RLG02186	b73
RLG02187	b73
RLG02188	b73
RLG02189	b73
RLG02191	b73
RLG02193	b73
RLG02194	b73
RLG02195	b73
RLG02196	b73
RLG02198	b73
RLG02199	b73
RLG02203	b73
RLG02205	b73
RLG02207	b73
RLG02209	b73
RLG02210	b73
RLG02211	b73
RLG02212	b73
RLG02214	b73
RLG02215	b73
RLG02216	b73
RLG02217	b73
RLG02220	b73
RLG02221	b73
RLG02224	b73
RLG02225	b73
RLG02229	b73
RLG02232	b73
RLG02234	b73
RLG02235	b73
RLG02236	b73
RLG02242	b73
RLG02243	b73
RLG02244	b73
RLG02246	b73
RLG02251	b73
RLG02252	b73
RLG02254	b73
RLG02256	b73
RLG02258	b73
RLG02259	b73
RLG02261	b73
RLG02262	b73
RLG02263	b73
RLG02265	b73
RLG02266	b73
RLG02267	b73
RLG02269	b73
RLG02271	b73
RLG02273	b73
RLG02274	b73
RLG02283	b73
RLG02284	b73
RLG02286	b73
RLG02289	b73
RLG02292	b73
RLG02293	b73
RLG02294	b73
RLG02299	b73
RLG02301	b73
RLG02302	b73
RLG02304	b73
RLG02305	b73
RLG02308	b73
RLG02315	b73
RLG02317	b73
RLG02320	b73
RLG02324	b73
RLG02326	b73
RLG02329	b73
RLG02334	b73
RLG02335	b73
RLG02337	b73
RLG02341	b73
RLG02342	b73
RLG02343	b73
RLG02344	b73
RLG02345	b73
RLG02348	b73
RLG02349	b73
RLG02350	b73
RLG02352	b73
RLG02358	b73
RLG02359	b73
RLG02362	b73
RLG02365	b73
RLG02368	b73
RLG02370	b73
RLG02373	b73
RLG02375	b73
RLG02377	b73
RLG02378	b73
RLG02380	b73
RLG02383	b73
RLG02384	b73
RLG02385	b73
RLG02389	b73
RLG02390	b73
RLG02391	b73
RLG02394	b73
RLG02396	b73
RLG02398	b73
RLG02401	b73
RLG02402	b73
RLG02411	b73
RLG02414	b73
RLG02416	b73
RLG02418	b73
RLG02419	b73
RLG02420	b73
RLG02422	b73
RLG02423	b73
RLG02424	b73
RLG02425	b73
RLG02427	b73
RLG02429	b73
RLG02433	b73
RLG02434	b73
RLG02435	b73
RLG02436	b73
RLG02442	b73
RLG02443	b73
RLG02444	b73
RLG02445	b73
RLG02448	b73
RLG02451	b73
RLG02452	b73
RLG02454	b73
RLG02455	b73
RLG02457	b73
RLG02460	b73
RLG02462	b73
RLG02463	b73
RLG02465	b73
RLG02468	b73
RLG02471	b73
RLG02472	b73
RLG02474	b73
RLG02476	b73
RLG02480	b73
RLG02483	b73
RLG02485	b73
RLG02486	b73
RLG02487	b73
RLG02489	b73
RLG02490	b73
RLG02491	b73
RLG02495	b73
RLG02496	b73
RLG02498	b73
RLG02502	b73
RLG02509	b73
RLG02514	b73
RLG02523	b73
RLG02524	b73
RLG02525	b73
RLG02527	b73
RLG02528	b73
RLG02530	b73
RLG02531	b73
RLG02535	b73
RLG02536	b73
RLG02537	b73
RLG02541	b73
RLG02545	b73
RLG02546	b73
RLG02547	b73
RLG02549	b73
RLG02552	b73
RLG02555	b73
RLG02559	b73
RLG02560	b73
RLG02562	b73
RLG02568	b73
RLG02569	b73
RLG02571	b73
RLG02572	b73
RLG02576	b73
RLG02577	b73
RLG02579	b73
RLG02580	b73
RLG02582	b73
RLG02584	b73
RLG02585	b73
RLG02588	b73
RLG02590	b73
RLG02597	b73
RLG02598	b73
RLG02599	b73
RLG02600	b73
RLG02601	b73
RLG02603	b73
RLG02611	b73
RLG02617	b73
RLG02618	b73
RLG02621	b73
RLG02624	b73
RLG02629	b73
RLG02630	b73
RLG02634	b73
RLG02637	b73
RLG02641	b73
RLG02642	b73
RLG02645	b73
RLG02646	b73
RLG02647	b73
RLG02650	b73
RLG02655	b73
RLG02656	b73
RLG02657	b73
RLG02658	b73
RLG02660	b73
RLG02663	b73
RLG02664	b73
RLG02666	b73
RLG02667	b73
RLG02669	b73
RLG02670	b73
RLG02671	b73
RLG02677	b73
RLG02682	b73
RLG02687	b73
RLG02689	b73
RLG02691	b73
RLG02692	b73
RLG02696	b73
RLG02699	b73
RLG02700	b73
RLG02701	b73
RLG02702	b73
RLG02708	b73
RLG02709	b73
RLG02710	b73
RLG02712	b73
RLG02714	b73
RLG02717	b73
RLG02720	b73
RLG02721	b73
RLG02722	b73
RLG02728	b73
RLG02729	b73
RLG02735	b73
RLG02736	b73
RLG02746	b73
RLG02747	b73
RLG02748	b73
RLG02749	b73
RLG02751	b73
RLG02754	b73
RLG02756	b73
RLG02758	b73
RLG02759	b73
RLG02761	b73
RLG02762	b73
RLG02763	b73
RLG02764	b73
RLG02765	b73
RLG02766	b73
RLG02767	b73
RLG02769	b73
RLG02770	b73
RLG02776	b73
RLG02777	b73
RLG02778	b73
RLG02779	b73
RLG02782	b73
RLG02783	b73
RLG02784	b73
RLG02785	b73
RLG02799	b73
RLG02802	b73
RLG02805	b73
RLG02807	b73
RLG02808	b73
RLG02809	b73
RLG02813	b73
RLG02816	b73
RLG02817	b73
RLG02819	b73
RLG02820	b73
RLG02823	b73
RLG02824	b73
RLG02827	b73
RLG02828	b73
RLG02829	b73
RLG02830	b73
RLG02831	b73
RLG02837	b73
RLG02838	b73
RLG02840	b73
RLG02841	b73
RLG02842	b73
RLG02847	b73
RLG02848	b73
RLG02849	b73
RLG02850	b73
RLG02853	b73
RLG02860	b73
RLG02861	b73
RLG02864	b73
RLG02865	b73
RLG02867	b73
RLG02871	b73
RLG02875	b73
RLG02876	b73
RLG02879	b73
RLG02883	b73
RLG02885	b73
RLG02886	b73
RLG02887	b73
RLG02888	b73
RLG02889	b73
RLG02890	b73
RLG02892	b73
RLG02893	b73
RLG02894	b73
RLG02895	b73
RLG02898	b73
RLG02900	b73
RLG02901	b73
RLG02902	b73
RLG02904	b73
RLG02906	b73
RLG02907	b73
RLG02910	b73
RLG02913	b73
RLG02914	b73
RLG02915	b73
RLG02916	b73
RLG02917	b73
RLG02918	b73
RLG02919	b73
RLG02921	b73
RLG02923	b73
RLG02925	b73
RLG02927	b73
RLG02930	b73
RLG02932	b73
RLG02933	b73
RLG02934	b73
RLG02935	b73
RLG02936	b73
RLG02938	b73
RLG02941	b73
RLG02943	b73
RLG02945	b73
RLG02947	b73
RLG02948	b73
RLG02949	b73
RLG02950	b73
RLG02951	b73
RLG02954	b73
RLG02955	b73
RLG02956	b73
RLG02957	b73
RLG02958	b73
RLG02960	b73
RLG02963	b73
RLG02964	b73
RLG02966	b73
RLG02970	b73
RLG02976	b73
RLG02978	b73
RLG02979	b73
RLG02980	b73
RLG02984	b73
RLG02989	b73
RLG02993	b73
RLG02995	b73
RLG02996	b73
RLG03000	b73
RLG03002	b73
RLG03004	b73
RLG03006	b73
RLG03009	b73
RLG03012	b73
RLG03014	b73
RLG03015	b73
RLG03016	b73
RLG03017	b73
RLG03019	b73
RLG03020	b73
RLG03021	b73
RLG03023	b73
RLG03029	b73
RLG03031	b73
RLG03032	b73
RLG03033	b73
RLG03034	b73
RLG03038	b73
RLG03039	b73
RLG03041	b73
RLG03042	b73
RLG03046	b73
RLG03047	b73
RLG03049	b73
RLG03050	b73
RLG03053	b73
RLG03054	b73
RLG03055	b73
RLG03059	b73
RLG03060	b73
RLG03065	b73
RLG03067	b73
RLG03069	b73
RLG03070	b73
RLG03071	b73
RLG03073	b73
RLG03075	b73
RLG03077	b73
RLG03081	b73
RLG03084	b73
RLG03086	b73
RLG03088	b73
RLG03094	b73
RLG03096	b73
RLG03097	b73
RLG03100	b73
RLG03107	b73
RLG03108	b73
RLG03113	b73
RLG03116	b73
RLG03126	b73
RLG03127	b73
RLG03128	b73
RLG03129	b73
RLG03131	b73
RLG03132	b73
RLG03134	b73
RLG03135	b73
RLG03137	b73
RLG03138	b73
RLG03141	b73
RLG03142	b73
RLG03144	b73
RLG03145	b73
RLG03146	b73
RLG03154	b73
RLG03157	b73
RLG03158	b73
RLG03159	b73
RLG03160	b73
RLG03161	b73
RLG03163	b73
RLG03165	b73
RLG03167	b73
RLG03168	b73
RLG03169	b73
RLG03170	b73
RLG03171	b73
RLG03175	b73
RLG03178	b73
RLG03180	b73
RLG03183	b73
RLG03185	b73
RLG03186	b73
RLG03187	b73
RLG03188	b73
RLG03189	b73
RLG03191	b73
RLG03194	b73
RLG03195	b73
RLG03196	b73
RLG03197	b73
RLG03198	b73
RLG03199	b73
RLG03201	b73
RLG03203	b73
RLG03206	b73
RLG03207	b73
RLG03208	b73
RLG03209	b73
RLG03211	b73
RLG03218	b73
RLG03219	b73
RLG03223	b73
RLG03225	b73
RLG03227	b73
RLG03236	b73
RLG03237	b73
RLG03240	b73
RLG03243	b73
RLG03250	b73
RLG03254	b73
RLG03255	b73
RLG03257	b73
RLG03261	b73
RLG03262	b73
RLG03263	b73
RLG03265	b73
RLG03266	b73
RLG03267	b73
RLG03272	b73
RLG03274	b73
RLG03278	b73
RLG03279	b73
RLG03283	b73
RLG03284	b73
RLG03286	b73
RLG03287	b73
RLG03289	b73
RLG03292	b73
RLG03293	b73
RLG03295	b73
RLG03296	b73
RLG03300	b73
RLG03304	b73
RLG03305	b73
RLG03306	b73
RLG03307	b73
RLG03309	b73
RLG03311	b73
RLG03312	b73
RLG03314	b73
RLG03315	b73
RLG03319	b73
RLG03320	b73
RLG03323	b73
RLG03324	b73
RLG03325	b73
RLG03327	b73
RLG03328	b73
RLG03329	b73
RLG03331	b73
RLG03332	b73
RLG03333	b73
RLG03334	b73
RLG03335	b73
RLG03336	b73
RLG03337	b73
RLG03338	b73
RLG03340	b73
RLG03342	b73
RLG03343	b73
RLG03346	b73
RLG03348	b73
RLG03352	b73
RLG03354	b73
RLG03358	b73
RLG03359	b73
RLG03363	b73
RLG03366	b73
RLG03367	b73
RLG03369	b73
RLG03370	b73
RLG03371	b73
RLG03377	b73
RLG03383	b73
RLG03384	b73
RLG03393	b73
RLG03407	b73
RLG03410	b73
RLG03413	b73
RLG03417	b73
RLG03418	b73
RLG03419	b73
RLG03420	b73
RLG03424	b73
RLG03426	b73
RLG03427	b73
RLG03429	b73
RLG03430	b73
RLG03431	b73
RLG03433	b73
RLG03435	b73
RLG03436	b73
RLG03444	b73
RLG03445	b73
RLG03446	b73
RLG03448	b73
RLG03450	b73
RLG03453	b73
RLG03457	b73
RLG03458	b73
RLG03460	b73
RLG03464	b73
RLG03468	b73
RLG03471	b73
RLG03473	b73
RLG03485	b73
RLG03488	b73
RLG03492	b73
RLG03493	b73
RLG03494	b73
RLG03497	b73
RLG03501	b73
RLG03504	b73
RLG03508	b73
RLG03514	b73
RLG03517	b73
RLG03519	b73
RLG03520	b73
RLG03521	b73
RLG03523	b73
RLG03527	b73
RLG03531	b73
RLG03532	b73
RLG03533	b73
RLG03537	b73
RLG03538	b73
RLG03540	b73
RLG03541	b73
RLG03545	b73
RLG03546	b73
RLG03547	b73
RLG03548	b73
RLG03550	b73
RLG03562	b73
RLG03563	b73
RLG03564	b73
RLG03565	b73
RLG03566	b73
RLG03569	b73
RLG03571	b73
RLG03573	b73
RLG03577	b73
RLG03578	b73
RLG03579	b73
RLG03582	b73
RLG03588	b73
RLG03591	b73
RLG03592	b73
RLG03595	b73
RLG03601	b73
RLG03603	b73
RLG03604	b73
RLG03605	b73
RLG03608	b73
RLG03610	b73
RLG03611	b73
RLG03613	b73
RLG03617	b73
RLG03623	b73
RLG03624	b73
RLG03625	b73
RLG03626	b73
RLG03627	b73
RLG03628	b73
RLG03629	b73
RLG03630	b73
RLG03631	b73
RLG03632	b73
RLG03635	b73
RLG03637	b73
RLG03641	b73
RLG03643	b73
RLG03645	b73
RLG03647	b73
RLG03649	b73
RLG03651	b73
RLG03656	b73
RLG03661	b73
RLG03664	b73
RLG03666	b73
RLG03675	b73
RLG03676	b73
RLG03677	b73
RLG03678	b73
RLG03679	b73
RLG03680	b73
RLG03683	b73
RLG03684	b73
RLG03685	b73
RLG03692	b73
RLG03694	b73
RLG03697	b73
RLG03698	b73
RLG03699	b73
RLG03700	b73
RLG03702	b73
RLG03704	b73
RLG03706	b73
RLG03707	b73
RLG03709	b73
RLG03719	b73
RLG03720	b73
RLG03721	b73
RLG03722	b73
RLG03723	b73
RLG03727	b73
RLG03728	b73
RLG03729	b73
RLG03733	b73
RLG03736	b73
RLG03737	b73
RLG03739	b73
RLG03745	b73
RLG03747	b73
RLG03749	b73
RLG03750	b73
RLG03751	b73
RLG03753	b73
RLG03754	b73
RLG03756	b73
RLG03757	b73
RLG03759	b73
RLG03760	b73
RLG03761	b73
RLG03762	b73
RLG03764	b73
RLG03767	b73
RLG03770	b73
RLG03772	b73
RLG03778	b73
RLG03780	b73
RLG03782	b73
RLG03785	b73
RLG03786	b73
RLG03790	b73
RLG03793	b73
RLG03797	b73
RLG03800	b73
RLG03805	b73
RLG03809	b73
RLG03810	b73
RLG03812	b73
RLG03813	b73
RLG03815	b73
RLG03818	b73
RLG03827	b73
RLG03828	b73
RLG03830	b73
RLG03831	b73
RLG03832	b73
RLG03834	b73
RLG03839	b73
RLG03841	b73
RLG03842	b73
RLG03844	b73
RLG03846	b73
RLG03847	b73
RLG03848	b73
RLG03850	b73
RLG03851	b73
RLG03852	b73
RLG03853	b73
RLG03864	b73
RLG03869	b73
RLG03870	b73
RLG03872	b73
RLG03874	b73
RLG03877	b73
RLG03884	b73
RLG03887	b73
RLG03889	b73
RLG03892	b73
RLG03893	b73
RLG03896	b73
RLG03897	b73
RLG03898	b73
RLG03900	b73
RLG03901	b73
RLG03903	b73
RLG03904	b73
RLG03905	b73
RLG03911	b73
RLG03912	b73
RLG03917	b73
RLG03919	b73
RLG03921	b73
RLG03922	b73
RLG03924	b73
RLG03928	b73
RLG03929	b73
RLG03930	b73
RLG03932	b73
RLG03935	b73
RLG03943	b73
RLG03944	b73
RLG03951	b73
RLG03952	b73
RLG03953	b73
RLG03954	b73
RLG03956	b73
RLG03958	b73
RLG03959	b73
RLG03961	b73
RLG03962	b73
RLG03963	b73
RLG03964	b73
RLG03966	b73
RLG03967	b73
RLG03969	b73
RLG03972	b73
RLG03973	b73
RLG03974	b73
RLG03975	b73
RLG03976	b73
RLG03979	b73
RLG03981	b73
RLG03982	b73
RLG03983	b73
RLG03985	b73
RLG03991	b73
RLG03992	b73
RLG03997	b73
RLG03999	b73
RLG04004	b73
RLG04005	b73
RLG04006	b73
RLG04008	b73
RLG04018	b73
RLG04019	b73
RLG04020	b73
RLG04031	b73
RLG04032	b73
RLG04033	b73
RLG04036	b73
RLG04037	b73
RLG04038	b73
RLG04043	b73
RLG04044	b73
RLG04048	b73
RLG04051	b73
RLG04053	b73
RLG04054	b73
RLG04055	b73
RLG04059	b73
RLG04062	b73
RLG04067	b73
RLG04073	b73
RLG04074	b73
RLG04075	b73
RLG04078	b73
RLG04088	b73
RLG04091	b73
RLG04094	b73
RLG04097	b73
RLG04098	b73
RLG04099	b73
RLG04102	b73
RLG04105	b73
RLG04106	b73
RLG04108	b73
RLG04109	b73
RLG04111	b73
RLG04113	b73
RLG04114	b73
RLG04118	b73
RLG04121	b73
RLG04122	b73
RLG04123	b73
RLG04127	b73
RLG04129	b73
RLG04133	b73
RLG04134	b73
RLG04139	b73
RLG04141	b73
RLG04146	b73
RLG04150	b73
RLG04153	b73
RLG04155	b73
RLG04156	b73
RLG04158	b73
RLG04160	b73
RLG04166	b73
RLG04167	b73
RLG04170	b73
RLG04175	b73
RLG04178	b73
RLG04183	b73
RLG04184	b73
RLG04185	b73
RLG04187	b73
RLG04191	b73
RLG04193	b73
RLG04202	b73
RLG04204	b73
RLG04206	b73
RLG04207	b73
RLG04210	b73
RLG04212	b73
RLG04216	b73
RLG04220	b73
RLG04226	b73
RLG04227	b73
RLG04232	b73
RLG04235	b73
RLG04236	b73
RLG04237	b73
RLG04239	b73
RLG04240	b73
RLG04241	b73
RLG04248	b73
RLG04249	b73
RLG04250	b73
RLG04252	b73
RLG04254	b73
RLG04257	b73
RLG04260	b73
RLG04264	b73
RLG04265	b73
RLG04266	b73
RLG04267	b73
RLG04269	b73
RLG04272	b73
RLG04273	b73
RLG04274	b73
RLG04275	b73
RLG04276	b73
RLG04277	b73
RLG04278	b73
RLG04279	b73
RLG04280	b73
RLG04282	b73
RLG04283	b73
RLG04288	b73
RLG04291	b73
RLG04292	b73
RLG04293	b73
RLG04295	b73
RLG04296	b73
RLG04300	b73
RLG04302	b73
RLG04308	b73
RLG04313	b73
RLG04314	b73
RLG04315	b73
RLG04325	b73
RLG04328	b73
RLG04331	b73
RLG04334	b73
RLG04335	b73
RLG04336	b73
RLG04338	b73
RLG04339	b73
RLG04344	b73
RLG04348	b73
RLG04349	b73
RLG04357	b73
RLG04359	b73
RLG04364	b73
RLG04366	b73
RLG04373	b73
RLG04378	b73
RLG04382	b73
RLG04389	b73
RLG04390	b73
RLG04392	b73
RLG04394	b73
RLG04395	b73
RLG04396	b73
RLG04398	b73
RLG04402	b73
RLG04406	b73
RLG04408	b73
RLG04412	b73
RLG04413	b73
RLG04415	b73
RLG04416	b73
RLG04417	b73
RLG04419	b73
RLG04429	b73
RLG04431	b73
RLG04434	b73
RLG04435	b73
RLG04438	b73
RLG04440	b73
RLG04444	b73
RLG04446	b73
RLG04448	b73
RLG04454	b73
RLG04462	b73
RLG04463	b73
RLG04466	b73
RLG04468	b73
RLG04471	b73
RLG04475	b73
RLG04480	b73
RLG04486	b73
RLG04487	b73
RLG04489	b73
RLG04491	b73
RLG04493	b73
RLG04495	b73
RLG04497	b73
RLG04500	b73
RLG04501	b73
RLG04509	b73
RLG04517	b73
RLG04525	b73
RLG04529	b73
RLG04532	b73
RLG04533	b73
RLG04534	b73
RLG04535	b73
RLG04537	b73
RLG04538	b73
RLG04539	b73
RLG04543	b73
RLG04544	b73
RLG04545	b73
RLG04546	b73
RLG04548	b73
RLG04551	b73
RLG04552	b73
RLG04554	b73
RLG04556	b73
RLG04557	b73
RLG04560	b73
RLG04563	b73
RLG04567	b73
RLG04568	b73
RLG04570	b73
RLG04572	b73
RLG04573	b73
RLG04574	b73
RLG04578	b73
RLG04579	b73
RLG04583	b73
RLG04584	b73
RLG04585	b73
RLG04588	b73
RLG04593	b73
RLG04598	b73
RLG04600	b73
RLG04601	b73
RLG04602	b73
RLG04603	b73
RLG04604	b73
RLG04605	b73
RLG04606	b73
RLG04611	b73
RLG04612	b73
RLG04616	b73
RLG04617	b73
RLG04618	b73
RLG04620	b73
RLG04621	b73
RLG04622	b73
RLG04623	b73
RLG04624	b73
RLG04627	b73
RLG04629	b73
RLG04630	b73
RLG04639	b73
RLG04641	b73
RLG04642	b73
RLG04645	b73
RLG04650	b73
RLG04652	b73
RLG04653	b73
RLG04654	b73
RLG04655	b73
RLG04656	b73
RLG04658	b73
RLG04660	b73
RLG04661	b73
RLG04662	b73
RLG04664	b73
RLG04677	b73
RLG04681	b73
RLG04682	b73
RLG04683	b73
RLG04684	b73
RLG04689	b73
RLG04691	b73
RLG04692	b73
RLG04693	b73
RLG04696	b73
RLG04699	b73
RLG04700	b73
RLG04701	b73
RLG04703	b73
RLG04707	b73
RLG04711	b73
RLG04713	b73
RLG04717	b73
RLG04719	b73
RLG04724	b73
RLG04727	b73
RLG04731	b73
RLG04735	b73
RLG04737	b73
RLG04738	b73
RLG04739	b73
RLG04742	b73
RLG04744	b73
RLG04745	b73
RLG04746	b73
RLG04747	b73
RLG04749	b73
RLG04756	b73
RLG04757	b73
RLG04758	b73
RLG04761	b73
RLG04765	b73
RLG04769	b73
RLG04770	b73
RLG04771	b73
RLG04774	b73
RLG04775	b73
RLG04778	b73
RLG04779	b73
RLG04782	b73
RLG04784	b73
RLG04790	b73
RLG04792	b73
RLG04800	b73
RLG04803	b73
RLG04807	b73
RLG04808	b73
RLG04810	b73
RLG04813	b73
RLG04814	b73
RLG04815	b73
RLG04816	b73
RLG04823	b73
RLG04825	b73
RLG04826	b73
RLG04827	b73
RLG04831	b73
RLG04834	b73
RLG04839	b73
RLG04847	b73
RLG04851	b73
RLG04859	b73
RLG04860	b73
RLG04862	b73
RLG04864	b73
RLG04866	b73
RLG04869	b73
RLG04881	b73
RLG04882	b73
RLG04884	b73
RLG04902	b73
RLG04908	b73
RLG04914	b73
RLG04916	b73
RLG04924	b73
RLG04925	b73
RLG04926	b73
RLG04932	b73
RLG04936	b73
RLG04937	b73
RLG04940	b73
RLG04943	b73
RLG04948	b73
RLG04951	b73
RLG04952	b73
RLG04960	b73
RLG04962	b73
RLG04965	b73
RLG04969	b73
RLG04979	b73
RLG04980	b73
RLG04981	b73
RLG04992	b73
RLG04999	b73
RLG05000	b73
RLG05004	b73
RLG05006	b73
RLG05008	b73
RLG05011	b73
RLG05018	b73
RLG05023	b73
RLG05033	b73
RLG05035	b73
RLG05038	b73
RLG05045	b73
RLG05048	b73
RLG05050	b73
RLG05051	b73
RLG05052	b73
RLG05063	b73
RLG05072	b73
RLG05076	b73
RLG05084	b73
RLG05101	b73
RLG05102	b73
RLG05104	b73
RLG05105	b73
RLG05108	b73
RLG05113	b73
RLG05116	b73
RLG05118	b73
RLG05120	b73
RLG05122	b73
RLG05124	b73
RLG05136	b73
RLG05139	b73
RLG05144	b73
RLG05145	b73
RLG05147	b73
RLG05152	b73
RLG05153	b73
RLG05154	b73
RLG05155	b73
RLG05160	b73
RLG05169	b73
RLG05172	b73
RLG05175	b73
RLG05178	b73
RLG05194	b73
RLG05198	b73
RLG05199	b73
RLG05202	b73
RLG05203	b73
RLG05204	b73
RLG05205	b73
RLG05207	b73
RLG05210	b73
RLG05212	b73
RLG05216	b73
RLG05218	b73
RLG05221	b73
RLG05223	b73
RLG05224	b73
RLG05228	b73
RLG05231	b73
RLG05241	b73
RLG05242	b73
RLG05248	b73
RLG05251	b73
RLG05256	b73
RLG05257	b73
RLG05258	b73
RLG05260	b73
RLG05261	b73
RLG05262	b73
RLG05280	b73
RLG05281	b73
RLG05286	b73
RLG05287	b73
RLG05288	b73
RLG05289	b73
RLG05290	b73
RLG05291	b73
RLG05293	b73
RLG05294	b73
RLG05296	b73
RLG05300	b73
RLG05303	b73
RLG05308	b73
RLG05315	b73
RLG05317	b73
RLG05319	b73
RLG05321	b73
RLG05322	b73
RLG05323	b73
RLG05325	b73
RLG05329	b73
RLG05330	b73
RLG05334	b73
RLG05337	b73
RLG05340	b73
RLG05342	b73
RLG05344	b73
RLG05345	b73
RLG05350	b73
RLG05355	b73
RLG05356	b73
RLG05359	b73
RLG05361	b73
RLG05362	b73
RLG05363	b73
RLG05364	b73
RLG05367	b73
RLG05370	b73
RLG05373	b73
RLG05376	b73
RLG05378	b73
RLG05380	b73
RLG05381	b73
RLG05383	b73
RLG05385	b73
RLG05388	b73
RLG05391	b73
RLG05399	b73
RLG05401	b73
RLG05407	b73
RLG05408	b73
RLG05410	b73
RLG05411	b73
RLG05414	b73
RLG05418	b73
RLG05420	b73
RLG05427	b73
RLG05429	b73
RLG05432	b73
RLG05436	b73
RLG05437	b73
RLG05446	b73
RLG05449	b73
RLG05451	b73
RLG05455	b73
RLG05461	b73
RLG05464	b73
RLG05467	b73
RLG05469	b73
RLG05470	b73
RLG05476	b73
RLG05481	b73
RLG05485	b73
RLG05493	b73
RLG05494	b73
RLG05496	b73
RLG05497	b73
RLG05501	b73
RLG05502	b73
RLG05506	b73
RLG05512	b73
RLG05516	b73
RLG05517	b73
RLG05518	b73
RLG05523	b73
RLG05525	b73
RLG05526	b73
RLG05530	b73
RLG05532	b73
RLG05534	b73
RLG05536	b73
RLG05537	b73
RLG05539	b73
RLG05541	b73
RLG05542	b73
RLG05548	b73
RLG05554	b73
RLG05563	b73
RLG05567	b73
RLG05571	b73
RLG05573	b73
RLG05578	b73
RLG05579	b73
RLG05583	b73
RLG05586	b73
RLG05596	b73
RLG05598	b73
RLG05599	b73
RLG05600	b73
RLG05603	b73
RLG05606	b73
RLG05610	b73
RLG05613	b73
RLG05615	b73
RLG05617	b73
RLG05621	b73
RLG05622	b73
RLG05623	b73
RLG05625	b73
RLG05627	b73
RLG05632	b73
RLG05640	b73
RLG05648	b73
RLG05651	b73
RLG05652	b73
RLG05655	b73
RLG05658	b73
RLG05659	b73
RLG05664	b73
RLG05666	b73
RLG05668	b73
RLG05673	b73
RLG05675	b73
RLG05676	b73
RLG05678	b73
RLG05683	b73
RLG05686	b73
RLG05689	b73
RLG05691	b73
RLG05692	b73
RLG05695	b73
RLG05710	b73
RLG05714	b73
RLG05718	b73
RLG05719	b73
RLG05728	b73
RLG05730	b73
RLG05731	b73
RLG05733	b73
RLG05738	b73
RLG05739	b73
RLG05748	b73
RLG05753	b73
RLG05762	b73
RLG05763	b73
RLG05766	b73
RLG05767	b73
RLG05773	b73
RLG05774	b73
RLG05775	b73
RLG05781	b73
RLG05789	b73
RLG05828	b73
RLG05832	b73
RLG05852	b73
RLG05858	b73
RLG05867	b73
RLG05870	b73
RLG05871	b73
RLG05872	b73
RLG05875	b73
RLG05891	b73
RLG05892	b73
RLG05901	b73
RLG05926	b73
RLG05927	b73
RLG05934	b73
RLG05937	b73
RLG05943	b73
RLG05944	b73
RLG05952	b73
RLG05954	b73
RLG05955	b73
RLG05956	b73
RLG05961	b73
RLG05963	b73
RLG05967	b73
RLG05975	b73
RLG05978	b73
RLG05984	b73
RLG05989	b73
RLG05990	b73
RLG05992	b73
RLG05996	b73
RLG06003	b73
RLG06009	b73
RLG06013	b73
RLG06017	b73
RLG06023	b73
RLG06032	b73
RLG06037	b73
RLG06039	b73
RLG06040	b73
RLG06044	b73
RLG06046	b73
RLG06053	b73
RLG06054	b73
RLG06059	b73
RLG06064	b73
RLG06066	b73
RLG06076	b73
RLG06091	b73
RLG06092	b73
RLG06093	b73
RLG06096	b73
RLG06098	b73
RLG06099	b73
RLG06103	b73
RLG06105	b73
RLG06113	b73
RLG06121	b73
RLG06124	b73
RLG06126	b73
RLG06131	b73
RLG06133	b73
RLG06135	b73
RLG06140	b73
RLG06143	b73
RLG06144	b73
RLG06145	b73
RLG06146	b73
RLG06148	b73
RLG06149	b73
RLG06151	b73
RLG06162	b73
RLG06163	b73
RLG06169	b73
RLG06172	b73
RLG06173	b73
RLG06175	b73
RLG06182	b73
RLG06183	b73
RLG06194	b73
RLG06198	b73
RLG06199	b73
RLG06200	b73
RLG06202	b73
RLG06203	b73
RLG06204	b73
RLG06208	b73
RLG06213	b73
RLG06214	b73
RLG06220	b73
RLG06232	b73
RLG06234	b73
RLG06240	b73
RLG06257	b73
RLG06262	b73
RLG06265	b73
RLG06269	b73
RLG06271	b73
RLG06275	b73
RLG06280	b73
RLG06284	b73
RLG06288	b73
RLG06289	b73
RLG06294	b73
RLG06295	b73
RLG06298	b73
RLG06299	b73
RLG06304	b73
RLG06305	b73
RLG06306	b73
RLG06307	b73
RLG06313	b73
RLG06316	b73
RLG06320	b73
RLG06324	b73
RLG06329	b73
RLG06332	b73
RLG06337	b73
RLG06338	b73
RLG06347	b73
RLG06349	b73
RLG06350	b73
RLG06352	b73
RLG06353	b73
RLG06354	b73
RLG06357	b73
RLG06360	b73
RLG06365	b73
RLG06366	b73
RLG06371	b73
RLG06372	b73
RLG06378	b73
RLG06379	b73
RLG06381	b73
RLG06385	b73
RLG06391	b73
RLG06398	b73
RLG06399	b73
RLG06403	b73
RLG06406	b73
RLG06407	b73
RLG06409	b73
RLG06416	b73
RLG06417	b73
RLG06418	b73
RLG06420	b73
RLG06423	b73
RLG06425	b73
RLG06428	b73
RLG06430	b73
RLG06433	b73
